ëŒã«é“,èÍïó,ã«êî,ñ{èÍ,ãüëı,é©ïó,éùÇøì_,ÉhÉâ,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,ã«é˚éx,é˚éxîÕàÕ,ÉcÉÇ,ÉçÉì,ó¨ã«,ÉäÅ[É`,ÉäÅ[É`èÑñ⁄,ïõòI,É_É},ÉAÉKÉäèÑñ⁄,îN,åé,ì˙,ééçá
ì°çË,ìÏ,2,0,0,ìå,9300,11,4,4,5,13,16,19,21,24,24,30,33,34,35,-4000,-2,1,,,,,3,,,2020,10,22,2
òaãví√,ìÏ,2,0,0,ìÏ,11200,11,2,14,21,24,26,26,28,31,31,32,33,35,36,-2000,-1,1,,,,,,,,2020,10,22,2
í©ëq,ìÏ,2,0,0,êº,51300,11,1,2,2,6,6,8,12,14,17,22,26,29,35,-2000,-1,1,,,,,,,,2020,10,22,2
èüñî,ìÏ,3,0,0,êº,36200,29,2,2,6,8,16,18,19,22,29,33,36,37,37,-2000,-1,1,,,,,2,,,2020,10,22,2
ì°çË,ìÏ,3,0,0,ñk,5300,29,1,3,5,7,8,9,11,12,14,16,17,30,31,8000,2,1,,,,,,1,12,2020,10,22,2
òaãví√,ìÏ,3,0,0,ìå,9200,29,1,7,13,18,18,22,23,23,26,28,31,33,36,-4000,-2,1,,,,,,,,2020,10,22,2
í©ëq,ìÏ,3,0,0,ìÏ,49300,29,3,6,12,15,16,21,22,23,27,29,32,34,35,-2000,-1,1,,,,,,,,2020,10,22,2
èüñî,ìÏ,4,0,0,ìÏ,34200,33,4,5,5,6,11,15,23,23,25,27,33,34,37,-3000,-1,1,,,,,,,,2020,10,22,2
ì°çË,ìÏ,4,0,0,êº,13300,33,2,3,5,10,9,12,14,17,22,22,26,29,36,-3000,-1,1,,,1,10,,,12,2020,10,22,2
òaãví√,ìÏ,4,0,0,ñk,5200,33,1,2,2,3,7,9,18,22,29,29,36,37,37,12000,2,1,,,,,,,,2020,10,22,2
í©ëq,ìÏ,4,0,0,ìå,47300,33,4,8,20,17,17,19,21,21,21,22,24,31,37,-6000,-2,1,,,,,,,,2020,10,22,2
çïëÚ,ìå,1,0,0,ìå,25000,32,3,6,9,11,14,17,17,21,27,28,29,31,32,500,1,,,1,1,16,,,,2020,10,23,1
ä€éR,ìå,1,0,0,ìÏ,25000,32,3,5,7,11,19,23,24,28,29,33,34,36,36,1500,1,,,1,,,2,,,2020,10,23,1
ëΩà‰,ìå,1,0,0,êº,25000,32,1,2,7,9,13,13,16,18,19,21,23,26,26,-1500,-1,,,1,,,,,,2020,10,23,1
ëÚçË,ìå,1,0,0,ñk,25000,32,1,3,3,5,12,13,15,20,18,24,31,37,37,-1500,-1,,,1,,,,,,2020,10,23,1
çïëÚ,ìå,1,1,1,ìå,25500,13,5,11,19,19,25,29,33,33,33,34,35,37,37,1000,1,,,1,,,1,,,2020,10,23,1
ä€éR,ìå,1,1,1,ìÏ,26500,13,1,1,3,4,10,21,22,24,24,25,25,30,28,0,-1,,,1,1,2,,,,2020,10,23,1
ëΩà‰,ìå,1,1,1,êº,23500,13,2,7,7,9,12,12,18,21,23,34,35,36,36,-3000,-1,,,1,,,1,,,2020,10,23,1
ëÚçË,ìå,1,1,1,ñk,23500,13,3,4,5,9,11,15,15,20,21,21,24,26,31,1000,1,,,1,,,,,,2020,10,23,1
çïëÚ,ìå,1,2,2,ìå,26500,31,1,11,14,16,17,18,18,19,19,24,27,27,37,-4200,-2,1,,,,,,,,2020,10,23,1
ä€éR,ìå,1,2,2,ìÏ,26500,31,3,3,8,9,9,11,12,21,22,23,30,26,35,10600,2,1,,,1,13,,,14,2020,10,23,1
ëΩà‰,ìå,1,2,2,êº,20500,31,1,4,6,8,12,14,23,26,28,32,32,34,36,-2200,-1,1,,,,,,,,2020,10,23,1
ëÚçË,ìå,1,2,2,ñk,24500,31,1,6,8,9,9,16,19,25,26,29,32,36,37,-2200,-1,1,,,,,,,,2020,10,23,1
çïëÚ,ìå,2,0,0,ñk,22300,29,5,10,8,9,11,16,18,19,26,29,31,33,34,-1000,-1,,,1,,,,,,2020,10,23,1
ä€éR,ìå,2,0,0,ìå,37100,29,2,4,4,8,11,12,13,14,14,21,25,33,35,-1000,-1,,,1,,,,,,2020,10,23,1
ëΩà‰,ìå,2,0,0,ìÏ,18300,29,3,3,4,12,14,15,17,17,23,24,27,27,28,2000,1,,,1,1,7,,,,2020,10,23,1
ëÚçË,ìå,2,0,0,êº,22300,29,1,1,3,3,8,9,9,12,22,23,28,37,37,-1000,-1,,,1,,,,,,2020,10,23,1
çïëÚ,ìå,3,1,1,êº,21300,32,4,5,8,12,13,19,25,25,30,31,32,33,37,0,-1,,,,,,,,,2020,10,23,1
ä€éR,ìå,3,1,1,ñk,36100,32,2,6,9,11,11,12,12,16,18,26,26,32,34,0,-1,,,,,,,,,2020,10,23,1
ëΩà‰,ìå,3,1,1,ìå,20300,32,2,5,8,9,11,15,17,22,23,24,27,28,31,5200,2,,1,,1,9,,,11,2020,10,23,1
ëÚçË,ìå,3,1,1,ìÏ,21300,32,2,17,21,22,23,24,24,24,26,26,29,33,35,-4200,-2,,1,,1,8,,,,2020,10,23,1
çïëÚ,ìå,3,2,0,êº,21300,32,1,1,3,5,8,13,16,22,23,27,29,31,33,-1000,-1,,,1,,,,,,2020,10,23,1
ä€éR,ìå,3,2,0,ñk,36100,32,1,10,6,7,8,9,11,12,13,16,22,32,35,-1000,-1,,,1,,,,,,2020,10,23,1
ëΩà‰,ìå,3,2,0,ìå,26500,32,7,11,14,17,18,23,24,28,29,29,32,32,36,-1000,-1,,,1,,,,,,2020,10,23,1
ëÚçË,ìå,3,2,0,ìÏ,16100,32,3,6,7,13,14,15,17,25,30,28,31,33,36,2000,1,,,1,1,9,,,,2020,10,23,1
çïëÚ,ìå,4,3,1,ìÏ,20300,23,4,8,9,11,11,12,12,16,18,24,27,29,37,-3300,-1,1,,,,,,,,2020,10,23,1
ä€éR,ìå,4,3,1,êº,35100,23,1,7,17,18,18,19,19,23,23,25,31,35,37,13900,2,1,,,1,4,,8,,2020,10,23,1
ëΩà‰,ìå,4,3,1,ñk,25500,23,6,8,11,13,17,18,21,23,28,28,33,33,37,-3300,-1,1,,,,,,,,2020,10,23,1
ëÚçË,ìå,4,3,1,ìå,18100,23,6,7,11,14,16,22,25,27,28,29,29,32,34,-6300,-2,1,,,,,,,,2020,10,23,1
çïëÚ,ìÏ,1,0,0,ìå,17000,22,4,10,20,17,22,23,27,28,31,31,33,35,36,12000,2,1,,,,,,1,9,2020,10,23,1
ä€éR,ìÏ,1,0,0,ìÏ,49000,22,1,2,7,7,13,14,16,17,21,25,28,29,31,-4000,-2,1,,,,,,,,2020,10,23,1
ëΩà‰,ìÏ,1,0,0,êº,22200,22,1,3,3,11,15,16,18,22,23,26,29,35,35,-4000,-2,1,,,,,,,,2020,10,23,1
ëÚçË,ìÏ,1,0,0,ñk,11800,22,2,2,3,4,5,9,13,25,26,26,29,33,37,-4000,-2,1,,,,,,,,2020,10,23,1
çïëÚ,ìÏ,1,1,0,ìå,29000,17,3,5,7,11,12,15,16,19,21,24,32,33,33,0,-1,,,,,,,,,2020,10,23,1
ä€éR,ìÏ,1,1,0,ìÏ,45000,17,5,6,9,11,14,17,23,23,24,28,28,31,36,0,-1,,,,,,1,,,2020,10,23,1
ëΩà‰,ìÏ,1,1,0,êº,18200,17,2,3,4,8,14,22,22,30,29,29,34,37,37,2300,1,,1,,,,1,,14,2020,10,23,1
ëÚçË,ìÏ,1,1,0,ñk,7800,17,1,2,2,8,9,14,17,18,21,24,29,33,35,-2300,-1,,1,,,,,,,2020,10,23,1
çïëÚ,ìÏ,2,0,0,ñk,29000,28,2,4,10,8,12,17,18,19,22,23,31,32,37,3600,1,,1,,1,10,,,15,2020,10,23,1
ä€éR,ìÏ,2,0,0,ìå,45000,28,1,9,12,13,14,14,16,16,23,23,26,34,34,0,-1,,,,,,,,,2020,10,23,1
ëΩà‰,ìÏ,2,0,0,ìÏ,20500,28,4,6,7,#N/A,20,17,24,30,27,29,32,34,34,-3600,-1,,1,,1,9,,,,2020,10,23,1
ëÚçË,ìÏ,2,0,0,êº,5500,28,1,3,6,7,7,14,19,23,24,26,27,28,29,0,-1,,,,,,,,,2020,10,23,1
çïëÚ,ìÏ,3,0,0,êº,32600,1,4,12,13,15,19,19,23,27,28,29,32,35,35,-8000,-2,,1,,,,,,,2020,10,23,1
ä€éR,ìÏ,3,0,0,ñk,45000,1,1,3,3,7,9,9,13,18,19,22,28,31,33,0,-1,,,,,,,,,2020,10,23,1
ëΩà‰,ìÏ,3,0,0,ìå,16900,1,1,1,3,10,6,11,15,16,24,24,31,33,35,0,-1,,,,,,,,,2020,10,23,1
ëÚçË,ìÏ,3,0,0,ìÏ,5500,1,5,6,14,15,20,16,17,19,23,24,24,25,32,8000,2,,1,,1,3,,5,,2020,10,23,1
çïëÚ,ìÏ,4,0,0,ìÏ,24600,17,1,2,2,10,18,24,28,29,34,35,35,36,37,1500,1,,,1,,,1,,,2020,10,23,1
ä€éR,ìÏ,4,0,0,êº,45000,17,5,5,9,15,20,17,21,24,25,29,33,34,36,-1500,-1,,,1,,,,,,2020,10,23,1
ëΩà‰,ìÏ,4,0,0,ñk,16900,17,1,4,6,7,11,12,19,22,24,28,32,36,37,-1500,-1,,,1,,,,,,2020,10,23,1
ëÚçË,ìÏ,4,0,0,ìå,13500,17,2,4,4,8,11,13,19,21,22,24,27,28,31,500,1,,,1,1,6,,,,2020,10,23,1
çïëÚ,ìÏ,4,1,1,ìÏ,26100,16,4,6,11,11,14,18,19,21,22,24,25,28,32,0,-1,,,,,,,,,2020,10,23,1
ä€éR,ìÏ,4,1,1,êº,43500,16,1,4,6,7,8,9,15,21,21,22,25,26,35,0,-1,,,,,,,,,2020,10,23,1
ëΩà‰,ìÏ,4,1,1,ñk,15400,16,2,4,7,8,11,13,15,19,21,22,23,24,31,-7100,-2,,1,,1,12,,,,2020,10,23,1
ëÚçË,ìÏ,4,1,1,ìå,14000,16,4,5,8,9,12,14,16,17,17,18,26,28,29,8100,2,,1,,,,1,,14,2020,10,23,1
çïëÚ,ìÏ,4,2,0,ìÏ,26100,17,1,3,4,7,8,12,12,12,15,18,22,22,29,1900,1,,1,,,,,1,16,2020,10,23,1
ä€éR,ìÏ,4,2,0,êº,43500,17,10,13,14,14,20,16,19,21,24,31,33,33,34,0,-1,,,,,,,,,2020,10,23,1
ëΩà‰,ìÏ,4,2,0,ñk,8300,17,7,9,13,13,15,17,18,21,25,25,28,32,35,0,-1,,,,,,,,,2020,10,23,1
ëÚçË,ìÏ,4,2,0,ìå,22100,17,3,3,4,8,12,17,21,22,23,24,28,32,32,-1900,-1,,1,,,,1,,,2020,10,23,1
îííπ,ìå,1,0,0,ìå,25000,15,2,4,8,8,9,11,14,21,26,28,35,36,36,0,-1,,,,,,1,,,2020,10,23,2
îãå¥,ìå,1,0,0,ìÏ,25000,15,2,3,3,5,6,14,15,17,18,19,29,35,37,4900,1,,1,,1,11,,,13,2020,10,23,2
â™ìc,ìå,1,0,0,êº,25000,15,5,9,12,13,15,16,22,22,23,27,31,33,34,0,-1,,,,,,,,,2020,10,23,2
óÈñÿ,ìå,1,0,0,ñk,25000,15,3,6,7,8,11,11,19,21,26,27,34,36,37,-4900,-2,,1,,1,9,,,,2020,10,23,2
îííπ,ìå,2,0,0,ñk,25000,35,5,8,12,12,13,21,22,22,26,28,31,33,33,-1000,-1,,,1,,,,,,2020,10,23,2
îãå¥,ìå,2,0,0,ìå,29900,35,1,5,6,8,12,16,18,19,24,26,26,28,36,-1000,-1,,,1,,,,,,2020,10,23,2
â™ìc,ìå,2,0,0,ìÏ,25000,35,3,5,6,7,8,9,21,22,23,25,25,30,35,2000,1,,,1,1,1,1,,,2020,10,23,2
óÈñÿ,ìå,2,0,0,êº,20100,35,4,6,7,9,9,13,15,18,18,21,24,27,29,-1000,-1,,,1,,,,,,2020,10,23,2
îííπ,ìå,3,1,1,êº,24000,2,5,6,9,9,12,14,17,18,21,24,31,33,35,-2300,-1,,1,,1,9,,,,2020,10,23,2
îãå¥,ìå,3,1,1,ñk,28900,2,2,4,11,12,15,19,19,25,26,26,29,31,33,0,-1,,,,,,1,,,2020,10,23,2
â™ìc,ìå,3,1,1,ìå,27000,2,3,4,10,6,7,12,13,16,17,28,32,34,36,0,-1,,,,,,,,,2020,10,23,2
óÈñÿ,ìå,3,1,1,ìÏ,19100,2,1,7,7,8,14,15,22,24,25,27,27,27,33,3300,1,,1,,,,1,,13,2020,10,23,2
îííπ,ìå,4,0,0,ìÏ,21700,29,6,6,16,16,17,19,21,23,24,24,30,27,33,-1300,-1,1,,,,,,,,2020,10,23,2
îãå¥,ìå,4,0,0,êº,28900,29,5,7,9,9,11,11,18,22,27,28,31,31,34,-1300,-1,1,,,,,,,,2020,10,23,2
â™ìc,ìå,4,0,0,ñk,27000,29,2,4,5,5,8,12,14,20,17,17,33,35,37,-1300,-1,1,,,,,,,,2020,10,23,2
óÈñÿ,ìå,4,0,0,ìå,22400,29,2,3,6,8,11,13,13,15,21,32,32,32,34,3900,1,1,,,1,12,,,15,2020,10,23,2
îííπ,ìå,4,1,0,ìÏ,20400,27,2,5,5,11,12,13,18,21,23,28,29,29,31,5300,2,1,,,1,11,,,17,2020,10,23,2
îãå¥,ìå,4,1,0,êº,27600,27,3,4,7,8,8,9,17,22,24,25,27,28,29,-2100,-1,1,,,1,11,,,,2020,10,23,2
â™ìc,ìå,4,1,0,ñk,25700,27,1,4,6,7,9,12,13,14,15,20,29,31,31,-1100,-1,1,,,,,,,,2020,10,23,2
óÈñÿ,ìå,4,1,0,ìå,26300,27,2,2,2,5,6,9,14,16,17,18,22,23,27,-2100,-1,1,,,,,,,,2020,10,23,2
îííπ,ìÏ,1,0,0,ìå,25700,31,2,6,7,11,12,14,17,18,19,21,29,29,37,0,-1,,,1,1,11,,,,2020,10,23,2
îãå¥,ìÏ,1,0,0,ìÏ,25500,31,2,2,6,8,13,21,22,24,26,28,31,31,32,1000,1,,,1,,,2,,,2020,10,23,2
â™ìc,ìÏ,1,0,0,êº,24600,31,4,4,5,7,13,15,16,17,22,23,24,25,35,1000,1,,,1,,,,,,2020,10,23,2
óÈñÿ,ìÏ,1,0,0,ñk,24200,31,4,7,#N/A,15,21,25,25,28,29,31,32,33,35,-3000,-1,,,1,,,,,,2020,10,23,2
îííπ,ìÏ,1,1,1,ìå,25700,14,1,7,9,11,11,12,15,15,16,16,21,33,36,0,-1,,,,,,,,,2020,10,23,2
îãå¥,ìÏ,1,1,1,ìÏ,26500,14,3,4,6,8,14,19,25,30,26,28,31,35,37,0,-1,,,,,,,,,2020,10,23,2
â™ìc,ìÏ,1,1,1,êº,25600,14,2,4,5,6,11,17,17,19,34,35,36,37,37,-9300,-2,,1,,1,9,,,,2020,10,23,2
óÈñÿ,ìÏ,1,1,1,ñk,21200,14,10,6,7,13,14,20,18,19,21,24,25,34,35,10300,2,,1,,1,6,,,11,2020,10,23,2
îííπ,ìÏ,2,0,0,ñk,25700,36,3,10,8,20,17,18,18,19,22,26,32,35,37,-2000,-1,1,,,,,,,,2020,10,23,2
îãå¥,ìÏ,2,0,0,ìå,26500,36,2,5,7,11,12,13,14,15,16,19,21,24,30,-4000,-2,1,,,,,,,,2020,10,23,2
â™ìc,ìÏ,2,0,0,ìÏ,16300,36,1,3,4,4,17,22,24,29,29,31,33,34,36,-2000,-1,1,,,,,,,,2020,10,23,2
óÈñÿ,ìÏ,2,0,0,êº,31500,36,1,5,6,6,7,8,23,25,25,27,31,33,34,8000,2,1,,,,,1,,10,2020,10,23,2
îííπ,ìÏ,3,0,0,êº,23700,21,1,1,4,6,9,12,12,12,15,20,18,22,29,-500,-1,1,,,,,,,,2020,10,23,2
îãå¥,ìÏ,3,0,0,ñk,22500,21,5,6,7,8,9,11,21,25,26,28,33,33,36,-500,-1,1,,,,,,,,2020,10,23,2
â™ìc,ìÏ,3,0,0,ìå,14300,21,2,2,2,14,16,19,21,25,28,28,29,32,37,-1000,-1,1,,,,,,,,2020,10,23,2
óÈñÿ,ìÏ,3,0,0,ìÏ,39500,21,4,10,7,14,17,17,23,24,26,26,27,28,31,2000,1,1,,,,,2,,11,2020,10,23,2
îííπ,ìÏ,4,0,0,ìÏ,23200,17,1,1,20,18,18,19,22,23,25,34,35,35,37,0,-1,,,,,,1,,,2020,10,23,2
îãå¥,ìÏ,4,0,0,êº,22000,17,5,10,9,12,13,13,14,17,18,21,21,26,27,0,-1,,,,,,,,,2020,10,23,2
â™ìc,ìÏ,4,0,0,ñk,13300,17,4,6,7,11,17,18,19,21,26,28,29,29,31,-7700,-2,,1,,,,,,,2020,10,23,2
óÈñÿ,ìÏ,4,0,0,ìå,41500,17,2,3,4,5,5,7,7,8,16,17,27,29,35,7700,2,,1,,,,,1,10,2020,10,23,2
îííπ,ìÏ,4,1,0,ìÏ,23200,23,1,2,3,4,7,8,13,30,26,31,31,32,33,-2900,-1,,1,,,,,,,2020,10,23,2
îãå¥,ìÏ,4,1,0,êº,22000,23,4,5,6,8,11,12,13,18,22,23,24,29,35,2900,1,,1,,1,5,,,8,2020,10,23,2
â™ìc,ìÏ,4,1,0,ñk,5600,23,2,6,7,13,14,14,17,18,27,29,31,37,37,0,-1,,,,,,,,,2020,10,23,2
óÈñÿ,ìÏ,4,1,0,ìå,49200,23,4,6,6,11,11,12,16,23,27,32,33,33,35,0,-1,,,,,,,,,2020,10,23,2
ê£åÀåF,ìå,1,0,0,ìå,25000,31,2,7,7,8,12,15,15,24,25,32,33,35,35,-8000,-2,,1,,,,,,,2020,10,26,1
êŒã¥,ìå,1,0,0,ìÏ,25000,31,5,8,11,11,18,18,21,24,29,34,35,36,37,0,-1,,,,,,,,,2020,10,26,1
ëÍëÚ,ìå,1,0,0,êº,25000,31,1,4,9,14,15,20,16,19,21,25,31,32,34,8000,2,,1,,,,1,,10,2020,10,26,1
ç≤ÅXñÿ,ìå,1,0,0,ñk,25000,31,1,2,10,9,12,13,13,19,29,31,32,33,33,0,-1,,,,,,,,,2020,10,26,1
ê£åÀåF,ìå,2,0,0,ñk,17000,19,2,6,7,8,8,9,18,19,21,26,28,29,37,-1300,-1,1,,,,,,,,2020,10,26,1
êŒã¥,ìå,2,0,0,ìå,25000,19,2,5,15,15,15,16,19,27,27,28,29,34,37,-2600,-1,1,,,,,,,,2020,10,26,1
ëÍëÚ,ìå,2,0,0,ìÏ,33000,19,2,4,6,12,12,12,21,23,25,26,28,32,33,-1300,-1,1,,,,,,,,2020,10,26,1
ç≤ÅXñÿ,ìå,2,0,0,êº,25000,19,6,11,11,13,16,24,24,29,33,34,35,36,36,5200,2,1,,,,,2,,8,2020,10,26,1
ê£åÀåF,ìå,3,0,0,êº,15700,34,3,10,7,19,25,26,26,27,29,34,34,36,36,150,1,,,1,,,2,,,2020,10,26,1
êŒã¥,ìå,3,0,0,ñk,22400,34,1,4,7,8,8,12,17,18,21,21,26,28,31,-1500,-1,,,1,,,,,,2020,10,26,1
ëÍëÚ,ìå,3,0,0,ìå,31700,34,2,4,5,6,7,9,12,20,16,21,27,32,33,1500,1,,,1,,,1,,,2020,10,26,1
ç≤ÅXñÿ,ìå,3,0,0,ìÏ,30200,34,6,8,13,13,17,17,19,22,24,25,29,29,35,-1500,-1,,,1,,,,,,2020,10,26,1
ê£åÀåF,ìå,3,1,1,êº,17200,27,3,6,6,9,16,19,23,30,28,29,34,36,37,0,-1,,,1,1,11,,,,2020,10,26,1
êŒã¥,ìå,3,1,1,ñk,20900,27,4,11,14,14,16,21,22,22,27,29,31,32,34,-3000,-1,,,1,,,1,,,2020,10,26,1
ëÍëÚ,ìå,3,1,1,ìå,32200,27,1,2,6,7,8,12,14,23,26,27,28,33,36,1000,1,,,1,,,,,,2020,10,26,1
ç≤ÅXñÿ,ìå,3,1,1,ìÏ,28700,27,4,5,6,7,8,9,12,20,18,31,33,36,37,1000,1,,,1,,,,,,2020,10,26,1
ê£åÀåF,ìå,3,2,3,êº,17200,12,2,2,4,6,9,13,17,21,27,29,32,35,35,0,-1,,,,,,,,,2020,10,26,1
êŒã¥,ìå,3,2,3,ñk,17900,12,5,8,12,13,15,16,16,22,26,27,32,34,36,0,-1,,,,,,,,,2020,10,26,1
ëÍëÚ,ìå,3,2,3,ìå,33200,12,5,6,17,18,23,26,28,29,33,34,36,36,37,-5800,-2,,1,,,,2,,,2020,10,26,1
ç≤ÅXñÿ,ìå,3,2,3,ìÏ,28700,12,1,1,3,9,11,12,12,17,24,25,31,37,37,8800,2,,1,,,,3,,7,2020,10,26,1
ê£åÀåF,ìå,4,0,0,ìÏ,17200,22,7,12,13,13,14,17,19,22,22,26,29,32,37,-19000,-2,,1,,1,9,,,,2020,10,26,1
êŒã¥,ìå,4,0,0,êº,17900,22,1,3,9,11,12,14,21,21,25,33,35,35,37,0,-1,,,,,,1,,,2020,10,26,1
ëÍëÚ,ìå,4,0,0,ñk,27400,22,4,8,13,17,18,19,22,24,24,27,32,33,34,0,-1,,,,,,,,,2020,10,26,1
ç≤ÅXñÿ,ìå,4,0,0,ìå,37500,22,4,4,10,8,20,16,18,19,24,25,25,28,35,19000,2,,1,,1,9,,,15,2020,10,26,1
ê£åÀåF,ìå,4,1,0,ìÏ,-1800,11,3,6,11,13,20,17,18,22,24,24,25,26,32,9300,2,,1,,1,14,,,15,2020,10,26,1
êŒã¥,ìå,4,1,0,êº,17900,11,3,10,6,9,12,22,23,25,31,31,32,35,37,0,-1,,,,,,,,,2020,10,26,1
ëÍëÚ,ìå,4,1,0,ñk,27400,11,2,4,5,5,12,14,14,16,16,21,23,26,36,0,-1,,,,,,,,,2020,10,26,1
ç≤ÅXñÿ,ìå,4,1,0,ìå,56500,11,1,4,6,8,11,11,15,15,22,23,24,28,33,-9300,-2,,1,,1,12,,,,2020,10,26,1
ê£åÀåF,ìÏ,1,0,0,ìå,7500,6,2,10,7,12,12,16,16,18,22,30,26,34,35,0,-1,,,,,,1,,,2020,10,26,1
êŒã¥,ìÏ,1,0,0,ìÏ,17900,6,2,4,6,11,11,13,13,17,22,26,27,28,29,0,-1,,,,,,,,,2020,10,26,1
ëÍëÚ,ìÏ,1,0,0,êº,27400,6,4,7,8,12,17,19,22,24,27,32,33,34,36,-2600,-1,,1,,,,,,,2020,10,26,1
ç≤ÅXñÿ,ìÏ,1,0,0,ñk,47200,6,2,5,6,8,16,18,22,23,24,28,33,33,34,2600,1,,1,,,,,1,7,2020,10,26,1
ê£åÀåF,ìÏ,2,0,0,ñk,7500,11,4,4,12,13,14,16,16,18,23,23,25,29,31,-1300,-1,1,,,,,,,,2020,10,26,1
êŒã¥,ìÏ,2,0,0,ìå,17900,11,3,4,6,9,16,17,19,22,24,26,28,32,36,-2600,-1,1,,,,,,,,2020,10,26,1
ëÍëÚ,ìÏ,2,0,0,ìÏ,24800,11,5,6,7,13,14,15,21,27,28,29,31,36,37,5200,2,1,,,1,7,,,12,2020,10,26,1
ç≤ÅXñÿ,ìÏ,2,0,0,êº,49800,11,1,1,7,8,11,11,13,27,32,35,36,36,37,-1300,-1,1,,,,,1,,,2020,10,26,1
ê£åÀåF,ìÏ,3,0,0,êº,6200,31,5,5,8,9,12,15,17,18,21,30,26,31,33,-1300,-1,1,,,,,,,,2020,10,26,1
êŒã¥,ìÏ,3,0,0,ñk,15300,31,3,4,6,11,11,13,14,15,23,33,35,36,37,6200,2,1,,,1,4,,,10,2020,10,26,1
ëÍëÚ,ìÏ,3,0,0,ìå,30000,31,2,2,7,7,8,11,16,25,25,27,28,29,29,-3600,-1,1,,,1,4,,,,2020,10,26,1
ç≤ÅXñÿ,ìÏ,3,0,0,ìÏ,48500,31,4,12,14,15,21,27,27,33,34,34,35,37,37,-1300,-1,1,,,,,,,,2020,10,26,1
ê£åÀåF,ìÏ,4,1,1,ìÏ,3900,11,4,5,6,7,13,14,20,16,22,24,26,29,36,17300,2,1,,,1,5,,,6,2020,10,26,1
êŒã¥,ìÏ,4,1,1,êº,20500,11,1,2,2,5,9,11,11,21,22,23,26,29,32,-4100,-2,1,,,,,,,,2020,10,26,1
ëÍëÚ,ìÏ,4,1,1,ñk,25400,11,3,4,7,8,9,13,16,18,21,22,26,33,37,-4100,-2,1,,,,,,,,2020,10,26,1
ç≤ÅXñÿ,ìÏ,4,1,1,ìå,49200,11,11,15,15,17,19,24,27,27,29,31,33,34,37,-8100,-2,1,,,,,,,,2020,10,26,1
ëÍëÚ,ìå,1,0,0,ìå,25000,16,1,3,5,10,8,11,16,22,25,27,29,31,35,-1300,-1,1,,,,,2,,,2020,10,26,2
îãå¥,ìå,1,0,0,ìÏ,25000,16,1,2,3,6,9,14,16,17,24,26,28,34,37,2700,1,1,,,,,,1,14,2020,10,26,2
ç≤ÅXñÿ,ìå,1,0,0,êº,25000,16,1,2,3,6,6,8,12,13,18,19,23,25,36,-700,-1,1,,,,,,,,2020,10,26,2
êŒã¥,ìå,1,0,0,ñk,25000,16,5,13,14,18,21,21,24,24,29,31,32,33,36,-700,-1,1,,,,,,,,2020,10,26,2
ëÍëÚ,ìå,2,0,0,ñk,23700,32,1,2,11,15,19,21,22,22,24,32,33,35,37,-1000,-1,,,1,,,,,,2020,10,26,2
îãå¥,ìå,2,0,0,ìå,27700,32,8,9,12,13,14,24,26,27,27,34,34,35,37,-1000,-1,,,1,,,,,,2020,10,26,2
ç≤ÅXñÿ,ìå,2,0,0,ìÏ,24300,32,1,2,4,5,6,13,16,17,23,26,32,33,36,2000,1,,,1,1,7,,,,2020,10,26,2
êŒã¥,ìå,2,0,0,êº,24300,32,1,3,4,6,7,9,18,19,21,22,25,25,37,-1000,-1,,,1,,,,,,2020,10,26,2
ëÍëÚ,ìå,3,1,1,êº,22700,23,2,2,4,12,13,17,21,28,32,32,32,33,35,-2100,-1,1,,,,,,,,2020,10,26,2
îãå¥,ìå,3,1,1,ñk,26700,23,1,1,2,3,4,6,9,14,18,19,21,23,26,-2100,-1,1,,,,,,,,2020,10,26,2
ç≤ÅXñÿ,ìå,3,1,1,ìå,26300,23,3,5,6,8,8,16,16,21,23,26,29,31,33,-4100,-2,1,,,,,,,,2020,10,26,2
êŒã¥,ìå,3,1,1,ìÏ,23300,23,7,7,9,14,17,19,21,30,27,28,28,35,36,9300,2,1,,,,,,1,8,2020,10,26,2
ëÍëÚ,ìå,4,0,0,ìÏ,20600,4,4,5,10,6,7,11,14,14,20,18,26,34,37,12000,2,1,,,,,,1,17,2020,10,26,2
îãå¥,ìå,4,0,0,êº,24600,4,1,6,12,13,14,14,19,21,23,24,27,28,32,-3000,-1,1,,,,,,,,2020,10,26,2
ç≤ÅXñÿ,ìå,4,0,0,ñk,22200,4,11,12,17,19,19,21,22,30,28,32,33,35,37,-3000,-1,1,,,,,,,,2020,10,26,2
êŒã¥,ìå,4,0,0,ìå,32600,4,1,6,8,9,12,13,22,24,29,31,32,33,35,-6000,-2,1,,,,,,,,2020,10,26,2
ëÍëÚ,ìÏ,1,0,0,ìå,32600,23,2,6,7,7,14,16,17,18,21,24,26,33,34,0,-1,,,,,,,,,2020,10,26,2
îãå¥,ìÏ,1,0,0,ìÏ,21600,23,1,1,2,8,15,15,18,19,21,23,30,29,29,-3900,-1,,1,,,,,,,2020,10,26,2
ç≤ÅXñÿ,ìÏ,1,0,0,êº,19200,23,2,4,5,18,23,23,25,26,29,31,32,34,36,3900,1,,1,,,,1,,7,2020,10,26,2
êŒã¥,ìÏ,1,0,0,ñk,26600,23,2,7,9,12,13,14,14,19,22,24,31,36,37,0,-1,,,,,,,,,2020,10,26,2
